sentence_id	sentence	sentence_translation	label
MIS_199-curl_01_012	"ووسط حالة يصفها علماء الدين بالـ""تنطع"" فى الدين أى المبالغة وإقحام الذات قسرا، وفى غير تخصص، وبنرجسية وتضخم ذاتى، يفرض الرئيس ""المرجع"" الذى يرى نفسه صاحب مذهب دينى، ومرجعية دينية تفعل فى السياسة والدين والناس والسلطة والاقتصاد ما يشاء ويفعل بكل ذلك ما يشاء أعلن فى تركيا عن عملية إعادة تأهيل للمؤذنين، وهم متمرسون وأصحاب مهنة وموهبة وخبرة بينما ""الأغا التركى"" لم يتدرب على شيئ، وقد ذكرت وكالة ""جيهان"" التركية أن مندوبية الشؤون الدينية بمدينة ماردين جنوب شرق تركيا، قدمت تدريبا للمؤذنين الأتراك على رفع الأذان بصحبة ألحان موسيقية."	In the midst of a situation that religious scholars describe as “exaggeration” in religion, that is, exaggeration and forced self-involvement, without specialization, and with narcissism and self-aggrandizement, the president imposes the “reference” who sees himself as having a religious doctrine, and a religious authority that is active in politics, religion, people, and power. The economy does what it wants and does with all of that what it wants. It was announced in Turkey about a rehabilitation process for the muezzins, who are experienced and have a profession, talent and experience, while the “Turkish Agha” was not trained in anything. The Turkish “Ceyhan” Agency reported that the Religious Affairs Delegation in the city of Mardin In southeastern Turkey, I provided training to Turkish muezzins on reciting the call to prayer accompanied by musical melodies.”	label_value
MIS_774-curl_02_010	وأعلنت جزيرة صقلية الإيطالية عن برنامج مماثل الشهر الماضي لتشجيع الزوار على العودة إليها بعد الوباء.	The Italian island of Sicily announced a similar program last month to encourage visitors to return to it after the epidemic.	label_value
AFP_614-eurl_08_007	"ودعا التحالف المعروف باسم ""الحركة المدنية الديموقراطية""، السلطات إلى الافراج عن جميع الذين اعتقلتهم منذ اندلاع التظاهرات المتفرقة."	The coalition, known as the “Civil Democratic Movement,” called on the authorities to release all those they have arrested since the outbreak of the sporadic demonstrations.	label_value
AFP_614-eurl_08_017	"الخميس أشاد الرئيس الأميركي دونالد ترامب بالسيسي ووصفه بأنه ""قائد عظيم"" اعاد ""النظام"" إلى مصر، وذلك خلال اجتماع بينهما على هامش اجتماعات الجمعية العامة للأمم المتحدة في نيويورك."	On Thursday, US President Donald Trump praised Sisi and described him as a “great leader” who restored “order” to Egypt, during a meeting between them on the sidelines of the United Nations General Assembly meetings in New York.	label_value
MIS_202-curl_02_008	أما على الصعيد العربي فجاءت الإمارات في المركز الـ 55 والجزائر والسعودية تقاسمتا المركز الـ 87 والكويت في المرتبة رقم 111.	On the Arab level, the UAE ranked 55th, Algeria and Saudi Arabia shared 87th place, and Kuwait ranked 111th.	label_value
AFP_724-eurl_05_007	"وأضاف الملك فيليب، الذي اعتلى العرش منذ 2013، أنه ""في حقبة دولة الكونغو المستقلة (حين كانت ملكية خاصة للملك السابق ليوبولد الثاني) تم ارتكاب أعمال عنف وقسوة لا تزال تلقي بثقلها على ذاكرتنا الجماعية""."	King Philippe, who has been on the throne since 2013, added that “during the era of the independent state of the Congo (when it was the private property of former King Leopold II), acts of violence and cruelty were committed that still weigh heavily on our collective memory.”	label_value
MIS_1093-curl_01_005	العملية انقسمت إلى جزأين، قياس حساسية الخلايا العصوية وتمت عن طريق مطالبة المشاركين بتحديد إشارات من الضوء الخافت في الظلام، وقياس وظيفة الخلايا المخروطية من خلال التعرف على حروف ملونة مشوشة وذات تباين لوني وضوئي منخفض جداً، فيما يعرف بعملية تباين الألوان.	The process was divided into two parts: measuring the sensitivity of rod cells, which was done by asking participants to identify signals from dim light in the dark, and measuring the function of cone cells by identifying colored letters that are confusing and have very low color and light contrast, in what is known as the color contrast process.	label_value
FAT_1108-eurl_07_002	وأوضح العميد سليمان محمد الكيزي، مدير إدارة مراكز الشرطة الشاملة بالقيادة العامة لشرطة رأس الخيمة، أن بلاغاً قد تلقته غرفة العمليات بالقيادة العامة عند الساعة الثانية و30 دقيقة ظهر اليوم من قبل زوجها الذي كان يرافقها، يفيد بتعرض زوجته المذكورة إلى إعياء شديد بسبب قلة الماء والطعام، مما أدى إلى فقدانها للوعي وانزلاقها في أحد المنخفضات من جبل وادي غليلة أثناء عودتهما من رحلتهم الترفيهية برفقة أصدقائهما من جنسيات مختلفة، وقام أهالي المنطقة بمساعدتهم وتقديم العون الكامل لهما، كما قام الإسعاف الوطني بتقديم كافة الاسعافات الأولية للمصابة إلى حين وصول الطائرة العمودية التابعة لجناح الجو التابع لوزارة الداخلية بإمارة الشارقة، التي نقلتها بدورها إلى المستشفى لتلقي العلاج اللازم، إلا أنها ونتيجة الإصابات البليغة التي لحقت بها قد توفيت قبل وصولها إلى المستشفى.	Brigadier General Sulaiman Muhammad Al-Kayzi, Director of the Comprehensive Police Stations Department at the General Command of Ras Al Khaimah Police, explained that a report had been received by the Operations Room at the General Command at 2:30 noon today from her husband, who was accompanying her, stating that his aforementioned wife was exposed to severe fatigue due to lack of water and food. Which led to her losing consciousness and slipping into one of the depressions in the Wadi Ghalila mountain while they were returning from their recreational trip accompanied by their friends of different nationalities. The people of the area helped them and provided full assistance to them. The National Ambulance also provided all first aid to the injured person until the helicopter belonging to the wing arrived. The air force affiliated with the Ministry of Interior in the Emirate of Sharjah, which in turn transferred her to the hospital to receive the necessary treatment, but as a result of the severe injuries she sustained, she died before arriving at the hospital.	label_value
FAT_1062-eurl_03_002	"وأوضح بيان لوزارة الصحة والسكان، أنه يتم توقيع الكشف الطبي على المتعافي، كما يجب أن يتوافر فيه أيضًا شروط التبرع بالدم الأساسية وهي أن يكون سنه بين 18 إلى 60 عامًا، ويكون وزنه أكثر من 50 كيلوجرام، كما يقوم بالإجابة على استبيان شروط التبرع بالدم للتأكد من خلوه من الأمراض القلبية أو الصدرية المزمنة، وعدم إجراءه عمليات كبري من قبل، موضحًا أن شروط التبرع لا تنطبق على أصحاب أمراض (الفيروسات الكبدية، نقص المناعة، الزهري، ومرضى الأورام، ومرضى السكري الذين يستخدمون حقن الأنسولين كعلاج)، بينما تنطبق شروط التبرع على أصحاب الأمراض المزمنة من ""السكري والضغط"" المنتظم جراء تناول جرعات الدواء الخاصة."	“A statement by the Ministry of Health and Population explained that a medical examination is carried out on the recovered person, and he must also meet the basic conditions for donating blood, which are that he must be between 18 and 60 years old, and weigh more than 50 kilograms, and he must also answer a questionnaire regarding the conditions for donating blood. To ensure that he is free of chronic heart or chest diseases, and that he has not performed major operations before, explaining that the conditions for donation do not apply to those with diseases (hepatitis viruses, immunodeficiency, syphilis, tumor patients, and diabetics who use insulin injections as treatment), while the conditions for donation apply. Donating to those suffering from chronic diseases such as diabetes and high blood pressure resulting from taking special medication doses.	label_value
FAT_628-eurl_05_013	وبذلك يكون بعض كبار وصغار تجّار هذه الألعاب يَقتلون فرحة الأعياد بسبب بيعهم الأطفال مسدّسات وبنادق الخرز، وأطنان من تلك الألعاب وزّعت في مدننا وقرانا وهي باتت ظاهرة متفشّية في الأعياد رغم ما تُخلّفه كل سنة من مآسٍ، فتُحوّل فرحة العيد إلى حزنٍ بسبب الإصابات التي تحصل كل عام مع مئات الأطفال.	Thus, some large and small merchants of these toys kill the joy of the holidays by selling children pistols and beaded rifles, and tons of these toys were distributed in our cities and villages, and they have become a widespread phenomenon during the holidays despite the tragedies that each year leaves behind. Thus, the joy of the holiday is transformed into sadness due to the injuries that occur every year. A year with hundreds of children.	label_value
MIS_366-curl_03_005	فارقتنا بعد صراع مع مرض سرطان الرئة في مراحله المتقدمة.	She left us after a struggle with advanced lung cancer.	label_value
AFP_556-eurl_01_004	"ويلتقي الإمام الأكبر خلال الزيارة مع الرئيس نزارباييف، وكبار المسئولين الكازاخيين، كما يلقي محاضرة في جامعة ""أوراسيا القومية""، أكبر جامعات كازاخستان، حيث سيتم تكريم فضيلته ومنحه الدكتوراه الفخرية."	During the visit, the Grand Imam will meet with President Nazarbayev and senior Kazakh officials, and will also give a lecture at Eurasia National University, the largest university in Kazakhstan, where His Eminence will be honored and awarded an honorary doctorate.	label_value
MIS_1049-curl_03_001	"احتلت السويد المرتبة الأولى على مؤشر أفضل الدول في العالم بالنسبة للنساء في تصنيف جديد وفقًا لتقرير لمجلة ""سي إي أو وورلد CEOWORLD ""."	“Sweden ranked first in the index of the best countries in the world for women in a new ranking according to a report by CEOWORLD magazine.”	label_value
MIS_1093-curl_02_018	"ويعد الميتوكوندرين بمثابة مولد طاقة للخلايا، وهي الطاقة المعروفة بإسم ""إي تي بي""."	Mitochondrin is an energy generator for cells, which is known as ETP.	label_value
MIS_2801-curl_01_021	"يمكن أن تؤدي هذه الأعطال إلى تشويه معدلات التطعيم اليومية وهي غير متوفرة في أكثر من 20٪ من البلدان التي نتتبعها""."	“These glitches can distort daily vaccination rates and are not available in more than 20% of the countries we track.”	label_value
FAT_611-eurl_01_002	وشدد المفتي على أن التعليقات التي تتضمن تشكيكا للناس باطلة ومردودة ومخالفة للشرع.	The Mufti stressed that comments that include people’s doubts are invalid, rejected, and contrary to Sharia law.	label_value
MIS_560-curl_04_017	#الكل يريد ان يعيش فيها وتعلمون الأسباب.	#Everyone wants to live there and you know the reasons.	label_value
FAT_516-eurl_03_003	وأضافا أن دكا ستتقدم باحتجاج رسمي على زرع الألغام الأرضية على مسافة قريبة جدا من الحدود المشتركة.	They added that Dhaka will lodge an official protest against the planting of landmines so close to the common border.	label_value
MIS_2941-eurl_02_030	علما أن سبب ذلك ليس البرلمان الأوروبي أو المفوضية الأوروبية، وإنما الحكومات الأوروبية التي تغرد بعضها دائما خارج السرب الأوروبي حين يتعلق الأمر باللاجئين.	Note that the reason for this is not the European Parliament or the European Commission, but rather European governments, some of which are always outside the European flock when it comes to refugees.	label_value
FAT_1225-eurl_03_021	؟، أرواح الناس ليست رخيصة إلى هذا الحد، المفخخات جداً كافية علينا!	People's lives are not that cheap. Bombs are enough for us!	label_value
MIS_199-curl_01_013	"وأضافت الوكالة أن المتدربين يتعلمون قراءة الأذان بمقامات ""الصبا والعشاق والراست والسيكا والحجاز"" وتصحيح الأخطاء الشائعة فى رفع الأذان وإقامة الصلاة ويتلقون تدريبا صوتيا، ويتعلمون مقامات القراءة فى الصلاة والأذان وبعض المقامات المستخدمة فى الموسيقى الشرقية فى الإنشاد الدينى."	The agency added that the trainees learn to recite the call to prayer with the maqams of “al-Saba, al-Ashiq, al-Rast, al-Sika, and al-Hijaz,” correct common errors in raising the call to prayer and establishing prayer, receive vocal training, and learn the maqams for reading in prayer and the call to prayer and some maqams used in oriental music in religious chanting.	label_value
MIS_2785-eurl_01_013	كان ظهور المسلسل أمامي بمثابة إشارة ما وبدأت أشعر بارتياح وسكينة.	The appearance of the series in front of me was a sign and I began to feel comfortable and at peace.	label_value
MIS_199-curl_01_006	ليس المهم الشكل ولا المضمون المهم الهيمنة الثقافية وتجنيد أتباع منهزمين ثقافيا.	What is important is neither the form nor the content. What is important is cultural hegemony and the recruitment of culturally defeated followers.	label_value
MIS_702-curl_06_001	"قال علماء الفلك إن الشمس تدنو شيئا فشيئا من حالة ""إغلاق"" شامل، معروفة علميا بمرحلة ""الحد الأدنى للطاقة""، ما قد يتسبب في تجميد الطقس، ويزيد من احتمالات وقوع الزلازل، ويؤثر على حياتنا على كوكب الأرض."	Astronomers said that the sun is gradually approaching a state of comprehensive “closure,” known scientifically as the “minimum energy” stage, which may cause the weather to freeze, increase the possibility of earthquakes, and affect our lives on planet Earth.	label_value
MIS_1280-curl_01_008	وبعد أسبوعين بالكاد على قرار تحويل الموقع من متحف إلى مسجد، يتوقع أن يشارك بين 700 وألف مسلم حوالى الساعة العاشرة بتوقيت غرينتش في صلاة الجمعة، بحضور رئيس الدولة، حسبما ذكرت هيئة الشؤون الدينية التركية.	Barely two weeks after the decision to transform the site from a museum into a mosque, between 700 and a thousand Muslims are expected to participate at around ten o’clock GMT in Friday prayers, in the presence of the head of state, according to the Turkish Religious Affairs Authority.	label_value
MIS_2200-eurl_04_097	أسامة بن لادن: بفضل الله علاقتنا بالجماعات الإسلامية في العالم الإسلامي –في الجملة- علاقات جيدة وحسنة، ونحن نتعاون معهم على البر والتقوى لنصرة هذا الدين، كلٍ في المجال الذي فتح الله –سبحانه وتعالى- به عليه، ونحن ندعو المسلمين وبخاصة العاملين للإسلام أن يترفعوا عن المشاكل الجزئية، واستطاع –للأسف- شياطين الإنس والجن وبخاصة الصليبيين أن يصرفوا الدول فضلاً عن الجماعات الصغيرة فيها إلى مشاكل إقليمية، فتجد مصر لها مشاكل مع ليبيا، والسعودية واليمن، وكذلك الجماعات تعيش في مشاكل ضيقة في الجملة إلا من رحم الله، بينما يتفرد الكفر الأكبر التحالف الصليبي الأميركي، يمزق العالم الإسلامي وينهب ثروات المسلمين بشكلٍ لم يسبق له مثيل، والجزء الثاني من السؤال؟	Osama bin Laden: By the grace of God, our relationship with the Islamic groups in the Islamic world - in general - is good and good, and we cooperate with them in righteousness and piety to support this religion, each in the field that God - Glory be to Him - has opened for it, and we call on Muslims, especially those working for Islam, to They rise above partial problems, and - unfortunately - the devils of mankind and jinn, especially the Crusaders, were able to divert countries, as well as small groups within them, into regional problems. Thus, Egypt finds itself having problems with Libya, Saudi Arabia, and Yemen, and groups also live in narrow problems in general, except for those whom God has mercy on, while The greatest blasphemy is unique to the American Crusader alliance, tearing apart the Islamic world and plundering Muslims’ wealth in an unprecedented way, and the second part of the question?	label_value
FAT_1136-eurl_06_010	وسجلت السعودية حتى الآن أكثر من 161 ألف إصابة بالفيروس بينما تجاوز عدد الوفيات 1300.	So far, Saudi Arabia has recorded more than 161,000 infections with the virus, while the number of deaths has exceeded 1,300.	label_value
MIS_702-curl_02_008	وفي الحد الأدنى من الطاقة الشمسية، تكون الشمس أكثر هدوءاً، مما يعني أن تقل كمية البقع الشمسية والطاقة.	At solar minimum, the sun is quieter, which means the amount of sunspots and energy is less.	label_value
MIS_22-curl_01_003	وأضاف أن إحداهما كانت تتخذ من مصر مقراً لكنها استهدفت سائر المنطقة بنشر محتوى يدعم الإمارات والسعودية ومصر وينتقد في الوقت نفسه قطر وإيران وتركيا.	He added that one of them was based in Egypt, but it targeted the rest of the region by publishing content that supported the UAE, Saudi Arabia, and Egypt, and at the same time criticized Qatar, Iran, and Turkey.	label_value
AFP_29-eurl_02_018	"ورفعت ""غرينبيس"" و""مؤسسة نيكولا أولو"" الشكوى إلى محكمة باريس الإدارية عبر الإنترنت، بحسب ما كشفت المنظمتان."	Greenpeace and the Nicolas Hulot Foundation filed the complaint with the Paris Administrative Court online, according to what the two organizations revealed.	label_value
MIS_480-curl_03_005	وفي منشور على «تويتر»، أوضحت الحديقة أن الأسود لم تكن تتجول عادة في مناطق الحديقة المفتوحة للسياح، لكنها الآن اعتادت على النوم في منتصف الطريق بالقرب من مخرج ومدخل طريق مزدحمة.	In a post on Twitter, the park explained that the lions did not usually roam in the areas of the park open to tourists, but now they are accustomed to sleeping in the middle of the road near the exit and entrance of a busy road.	label_value
FAT_1154-curl_20_001	تعد الام المفاصل والظهر من اكثر انواع الالام التي يعاني منها الكثيرون حول العالم، خاصة الذين يعملون في المكاتب او الذين يقضون اوقاتا طويلة بالعمل خلف اجهزة الحاسوب وكذلك الذين يقفون لساعات طويلة او يعانون من زيادة الوزن وغيرها من الاسباب التي يمكن ان تؤدي لهذا النوع من الالام.	Joint and back pain are among the most common types of pain that many people around the world suffer from, especially those who work in offices or who spend long periods of time working behind computers, as well as those who stand for long hours or suffer from being overweight and other reasons that can lead to this type of pain. .	label_value
MIS_1280-curl_01_005	ويذكر مجلس الدولة أعلى محكمة إدارية في تركيا بطلب من عدة جمعيات وافق على إبطال قرار حكومي يعود للعام 1934 ينص على اعتبار الموقع متحفا.	The Council of State, the highest administrative court in Turkey, recalls the request of several associations that agreed to annul a government decision dating back to 1934 stipulating that the site be considered a museum.	label_value
AFP_345-eurl_01_019	وما زال الاقتصاد المغربي يعتمد بالأساس على القطاع الزراعي، الذي يرتهن بدوره للتقلبات المناخية.	The Moroccan economy still depends primarily on the agricultural sector, which in turn is dependent on climate fluctuations.	label_value
MIS_1195-curl_04_005	وشددت الدول الأربع، في وقت لاحق، على أنه «لن يكون هناك حل لهذه الأزمة إلا عبر استجابة قطر لمطالب الدول الأربع، وتوقفها عن دعم الإرهاب واحتضان المتطرفين، وكف تدخلاتها في الشؤون الداخلية للدول الأربع، لتصبح جاراً وشريكاً وثيقاً.	The four countries later stressed that “there will be no solution to this crisis except through Qatar’s response to the demands of the four countries, stopping its support of terrorism and embracing extremists, and stopping its interference in the internal affairs of the four countries, so that it becomes a close neighbor and partner.”	label_value
AFP_427-curl_02_001	الفنانة الاستعراضية التونسية نرمين صفر، ذات الشعبية الواسعة على مواقع التواصل الاجتماعي، قررت على طريقتها الخاصة، ثني التونسيين عن الخروج من بيوتهم لاتقاء الإصابة بفيروس كورونا أو نشره.	Tunisian performance artist Nermin Safar, who is widely popular on social media, decided, in her own way, to discourage Tunisians from leaving their homes to prevent infection with the Corona virus or its spread.	label_value
AFP_887-eurl_01_008	وقال اللواء التركي إن نتائج المعمل الجنائي أكدت، من خلال فحص عينات من بقايا جثة الإرهابي وموقع الحادث، أن المادة المستخدمة في التفجير هي من نوع «آر دي إكس»، كما اتضح كذلك من إجراءات الثبت من هويات ضحايا الحادث الإرهابي، وهم عبد الجليل جمعة طاهر الأربش، وشقيقه محمد، وهادي سلمان عيسى الهاشم، ومحمد حسن علي العيسى.	The Turkish Major General said that the results of the forensic laboratory confirmed, through examining samples of the remains of the terrorist’s body and the site of the incident, that the material used in the explosion was of the type “RDX,” as was also evident from the procedures to verify the identities of the victims of the terrorist incident, namely Abdul Jalil Jumah. Taher Al-Arbash, his brother Muhammad, Hadi Salman Issa Al-Hashem, and Muhammad Hassan Ali Al-Issa.	label_value
MIS_199-curl_01_016	وكررها عدة مرات وسط حالة من الذهول.	He repeated it several times in a state of astonishment.	label_value
MIS_468-eurl_03_003	وفي الواقع أن فيروس كورونا هو الحلقة الأخيرة في سلسلة من الأوبئة التي ضربت العالم وذهب ضحيتها الملايين من البشر وفيما يلي أبرزها:	In fact, the Corona virus is the last link in a series of epidemics that struck the world and claimed millions of people, the most prominent of which are as follows:	label_value
MIS_2-curl_04_001	غريب هذا النقص الفادح في كفاءة البشر بالتعلّم من درس الواقع...	Strange is this gross lack of human ability to learn from the lesson of reality...	label_value
AFP_587-curl_03_009	البنية التحتية الرائعة لمدننا من الإنجازات العظيمة لمسؤولينا الفاشلين ...	The wonderful infrastructure of our cities is one of the great achievements of our failed officials...	label_value
MIS_239-curl_04_036	وأعلنت وزارة الصحة السعودية، الخميس، تسجيل ثلاث حالات جديدة مصابة بفيروس كورونا، ليرتفع العدد الكلي للمصابين في البلاد إلى 5.	On Thursday, the Saudi Ministry of Health announced the registration of three new cases infected with the Corona virus, bringing the total number of infected people in the country to 5.	label_value
MIS_1049-curl_03_008	الأسس التي تم بناء التصنيف عليها هي: المساواة بين الجنسين، النسبة المئوية للمقاعد التشريعية التي تشغلها النساء، الشعور بالأمان (الإناث 15 سنة وما فوق اللاتي تشعرن بالأمان أثناء المشي بمفردهن في الليل)، المساواة في الدخل، حقوق الإنسان، تمكين المرأة، متوسط ​​سنوات التعليم للنساء، العمل المأجور للنساء في سن 25 عاماً وما فوق، إدماج المرأة في المجتمع.	The foundations on which the classification was based are: gender equality, percentage of legislative seats occupied by women, feeling of safety (females 15 years and older who feel safe while walking alone at night), income equality, human rights, women’s empowerment, average ​Years of education for women, paid work for women aged 25 and over, integration of women into society.	label_value
AFP_588-eurl_02_002	"تلقى اللواء طارق حسونة مدير أمن الغربية، إخطارًا من اللواء السعيد شكري مدير المباحث الجنائية، يفيد بتوافر معلومات لدى العقيد إيهاب عطية رئيس مباحث المديرية حول تمكن الرائد محمود العرنوسي رئيس مباحث مركز زفتى تحت إشراف المقدم أحمد خيري رئيس فرع البحث الجنائي بزفتى والسنطة من ضبط ""م."	“Major General Tariq Hassouna, Director of Gharbia Security, received a notification from Major General Al-Saeed Shukri, Director of Criminal Investigations, stating that information was available to Colonel Ihab Attia, Chief of Investigations at the Directorate, about the ability of Major Mahmoud Al-Arnusi, Chief of Investigations at the Zefta Center, under the supervision of Lieutenant Colonel Ahmed Khairy, Head of the Criminal Investigation Branch in Zefta and Al-Santa, to arrest ""M."	label_value
MIS_1049-curl_03_005	كندا جاءت في المرتبة الخامسة ونيوزيلندا في المرتبة الثامنة، في حين وضع ترتيب 2020 لوكسمبورغ في المركز الحادي عشر متقدمة على النمسا التي جاءت في المرتبة 12؛ بينما احتلت إيطاليا المرتبة 13 وإسبانيا المرتبة 14.	Canada ranked fifth and New Zealand ranked eighth, while the 2020 ranking placed Luxembourg in 11th place, ahead of Austria, which came in 12th place; While Italy ranked 13th and Spain ranked 14th.	label_value
MIS_2801-curl_01_011	وبناءً على أحدث معدل للتلقيح في كندا، سيستغرق الأمر 9.7 سنوات للوصول إلى تغطية 75٪.	Based on Canada's latest vaccination rate, it will take 9.7 years to reach 75% coverage.	label_value
MIS_239-curl_04_038	"وأضاف: ""كما كشفت النتائج المخبرية عن إيجابية عينة أخرى لمواطن قادم من إيران عبر مملكة البحرين، ومرافق في نفس المركبة للحالة الأولى والثانية المعلن عنهما سابقا""."	He added: “Laboratory results also revealed the positivity of another sample of a citizen coming from Iran via the Kingdom of Bahrain, and a companion in the same vehicle for the first and second previously announced cases.”	label_value
AFP_425-eurl_04_007	ويعتبر هذا الخطاب رابع كلمة تتوجه فيها إليزابيث الثانية إلى البريطانيين في ظروف استثنائية منذ اعتلائها العرش قبل 68 عاما.	This speech is considered the fourth speech in which Elizabeth II addresses the British in exceptional circumstances since she ascended the throne 68 years ago.	label_value
AFP_696-eurl_03_002	دخان وغرابان وفناء متسخ مليء ببراميل زيت وأشياء أخرى.	Smoke, crows, and a dirty yard full of oil drums and other things.	label_value
FAT_634-curl_05_006	وتم التحقيق مع المرأة، فيما رفض الراهب تقديم شكوى ضدها.	The woman was investigated, but the monk refused to file a complaint against her.	label_value
AFP_345-eurl_01_007	وبدأ تسويق الكمامات محلية الصنع منذ نهاية الأسبوع الماضي والهدف الوصول إلى تغطية 70 ألف نقطة بيع.	The marketing of homemade masks began at the end of last week, and the goal is to reach 70,000 points of sale.	label_value
MIS_2120-curl_04_008	وانتهز نتانياهو وأنصاره فرصة التقرير، وقالوا إنه يثبت أن إيران تدعم أهداف معارضيه السياسيين.	Netanyahu and his supporters seized the opportunity of the report, saying that it proves that Iran supports the goals of his political opponents.	label_value
MIS_2810-eurl_05_005	وسائل الاعلام وبهدف السبق الصحفي جعلت من #حمزه_بن_دلاج الرجل الحديدي،لا صحة لارقام الاختراقات المنسوبة له،وهو متورط في اختراق ملايين الناس.	The media, for the purpose of scooping the press, made #Hamza_Bin_Dallaj the Iron Man. There is no truth to the hacking numbers attributed to him, and he is involved in hacking millions of people.	label_value
AFP_427-curl_02_016	"البعض عثر في مسلسل الصور المتحركة الأمريكي الشهير ""سمبسون"" على راقصة شرقية وقال ""حتى سلسلة سمبسون تنبأت بنيرمين صفر"" واستدلوا على ذلك بصورة تظهر راقصة شرقية في إحدى حلقات السلسلة الشهيرة، ترقص أمام أريكة مشابهة لتلك التي رقصت أمامها نرمين."	Some people found a belly dancer in the famous American animated series “The Simpsons” and said, “Even the Simpsons series predicted Nermin Zero.” They cited a picture showing a belly dancer in one of the episodes of the famous series, dancing in front of a sofa similar to the one that Nermin danced in front of. "	label_value
MIS_239-curl_04_026	أعلنت السلطات المغربية، الخميس، تسجيل ثانِ إصابة بفيروس كورونا لمواطنة عائدة من إيطاليا.	On Thursday, the Moroccan authorities announced the second infection with the Corona virus for a female citizen returning from Italy.	label_value
MIS_2941-eurl_02_029	كما يدل هذا الوضع، على عدم إحراز أي تقدم في مجال رسم سياسة لجوء أوروبية مشتركة منذ أزمة عام 2015.	This situation also indicates that no progress has been made in formulating a common European asylum policy since the 2015 crisis.	label_value
AFP_696-eurl_03_005	هنا تطبع نسخ القرآن وتوزع مجانا في مدية كولونيا وميونخ وبرلين وفي كل ألمانيا.	Here copies of the Qur’an are printed and distributed free of charge in Cologne, Munich, Berlin, and throughout Germany.	label_value
MIS_22-curl_01_008	وذكرت فيسبوك أن إحدى الشبكات الأخرى، التي جرى تتبعها عبر ثلاث شركات تسويق في الإمارات ومصر ونيجيريا، شملت أيضاً حسابات مزيفة تنشر محتوى عن موضوعات مثل نشاط الإمارات في اليمن والاتفاق النووي الإيراني.	Facebook stated that one of the other networks, which was tracked through three marketing companies in the Emirates, Egypt and Nigeria, also included fake accounts that published content on topics such as the UAE’s activity in Yemen and the Iranian nuclear agreement.	label_value
MIS_366-curl_03_006	فارقتنا ولم تفارق للحظة كيانها القوة العجيبة.	She left us, and her amazing strength did not leave for a moment.	label_value
MIS_432-curl_02_002	ووفقاً للباحث دييغو لويلا من المركز الألماني للطيران والفضاء، بدأ عمود الأوزون فوق القطب الشمالي بالتقلص إلى المستوى الطبيعي الذي يعادل 2.2 وحدة دوبسون، وذلك منذ 14 مارس.	According to researcher Diego Luella from the German Aeronautics and Space Center, the ozone column over the North Pole has begun to shrink to the normal level, which is equivalent to 2.2 Dobson units, since March 14.	label_value
MIS_1532-eurl_01_074	لم يقطع الرئيس ياسر عرفات الخيط وأبقى عينه على ما يدور على جبهة المفاوضات لكن موقف بيغن الرافض للمشاركة الفلسطينية المتساوية هو الذي أغلق الباب أمام الرئيس ياسر عرفات الذي لم يرد إطلاقاً إغلاقه تحت شتى المسميات.	President Yasser Arafat did not cut the thread and kept his eye on what was going on on the negotiation front, but Begin's position rejecting equal Palestinian participation was what closed the door on President Yasser Arafat, who did not want to close it at all under various names.	label_value
AFP_887-eurl_01_009	وأشار المتحدث الأمني في وزارة الداخلية إلى أن الشهداء الأربعة الذين استشعروا تحركات الانتحاري، ومنعوه من دخول المسجد لتنفيذ عمليته الإرهابية، ضربوا بعملهم الشجاع وتضحيتهم بأرواحهم ودمائهم الطاهرة أصدق مثال على أن المواطن هو رجل الأمن الأول، مبينا أن التحقيقات في هذه الحوادث الإرهابية أحرزت تقدما ملموسا، وجرى ضبط العديد من الأطراف ذوي العلاقة بتلك الحوادث.	The security spokesman at the Ministry of Interior pointed out that the four martyrs who sensed the suicide bomber’s movements and prevented him from entering the mosque to carry out his terrorist operation, through their courageous action and sacrifice of their lives and pure blood, were the truest example of the fact that the citizen is the first security man, indicating that the investigations into these terrorist incidents have achieved tangible progress. Many parties involved in these incidents were arrested.	label_value
AFP_587-curl_03_003	و انتقد الجزائريون البنية التحتية الهشة لعاصمة البلاد و التي لا يمكنها مواجهة وتحمل المخاطر الطبيعية، كما أعاب مستخدمون على المسؤولين محملينهم نتيجة ما آلت إليه الطرقات التي انهارت أجزاء منها بفعل الأمطار.	Algerians criticized the fragile infrastructure of the country's capital, which is unable to confront and withstand natural risks. Users also blamed officials, blaming them for the outcome of the roads, parts of which collapsed due to the rain.	label_value
AFP_614-eurl_08_002	"وتأتي موجة الاعتقالات قبل ""مليونية"" الجمعة التي دعا اليها رجل الأعمال المصري محمد علي المقيم في الخارج والذي أشعلت تسجيلات الفيديو التي يتهم فيها السيسي والجيش بالفساد، تظاهرات الأسبوع الماضي."	The wave of arrests comes ahead of the Friday “million” called for by Egyptian businessman Mohamed Ali, who lives abroad and whose video recordings accusing Sisi and the army of corruption sparked demonstrations last week.	label_value
