sentence_id	sentence	label
MIS_2615-eurl_03_019	- British Home Secretary: Trump's comments directly led to violence in Washington, and his failure to condemn the violence is a mistake.	OBJ
MIS_1869-curl_06_064	Fatima Thabata: Greetings to our colleague Muhammad Bayatna, and congratulations and good luck always	OBJ
MIS_563-eurl_02_023	While Moscow shows its willingness to trade Assad's head for an agreement that guarantees its interests in Syria, Tehran appears ready to sacrifice the last Syrian in order for Assad to remain in power.	SUBJ
AFP_588-eurl_02_003	"""N"", one of the beggars in a wheelchair while sleeping on the road in front of his green canals for obstructing traffic and endangering the lives of car drivers and causing accidents, and in possession of a sum of money of 500 pounds from begging."	SUBJ
MIS_2810-eurl_05_003	#Hamza_Ben_Dallaj is an Algerian hacker. Unfortunately, the press published false news about him, which is that a death sentence was issued against him. This news is false, and Hamza’s family has denied the news.	SUBJ
MIS_366-curl_04_008	Halsa was born in 1954 in the Old City of Akka, northern Palestine, to a moderately wealthy Jordanian Christian family, and she is the third among her sisters.	OBJ
MIS_855-eurl_01_011	Yes, there was a visit by the Kuwaiti Foreign Minister to the State of Qatar during Ramadan, during which he conveyed the ongoing efforts of the Emir of the sisterly State of Kuwait to resolve the crisis. Opinions were exchanged between officials in this context, and we affirmed our position that always welcomes bridging the rift as long as this is within the framework of mutual respect between the two countries. States, and within the framework of international legitimacy.	OBJ
MIS_561-curl_02_006	In conflict-free Arab regions, the Kingdom of Saudi Arabia ranked 170th, improving two places over last year, while Egypt ranked 166th, three places behind the 2019 ranking. The two countries have the largest number of journalists in prisons after China, which is ranked 177th in the Press Freedom Index. this year.	OBJ
MIS_1195-curl_04_021	Therefore, the two rulings have no influence or significance on the subject of the dispute, or adjudicating the baseless Qatari allegations that target the capabilities and security of the four countries.”	OBJ
MIS_505-curl_02_005	Islam has been on my mind for several years.	OBJ
AFP_637-eurl_01_009	The aunt added to “Al-Watan”: “On one of the vacations, he went with one of his friends to the cemetery to read Al-Fatihah, and he said to him: I will come here soon.”	OBJ
FAT_719-eurl_07_006	The incident highlighted the risks of increasing the use of air power, under a new strategy announced by the United States last year, in an attempt to force the Taliban to sit at the negotiating table.	OBJ
MIS_2801-curl_01_005	At the forefront of these countries is the Israeli occupation state, which has the highest vaccination rate in the world, according to the agency, and is heading towards an estimated coverage of 75% in just two months.	OBJ
AFP_674-curl_03_011	Foreign Ministry spokesman Wang Wenbin said last week that Xinjiang has nearly 24,000 mosques, a number that “exceeds those in many Muslim countries” per capita.	OBJ
MIS_2516-eurl_02_022	Ayat Al-Haddad writes: Egypt embraces the world.	OBJ
MIS_855-eurl_01_053	- How do you see international relations after the Corona pandemic crisis, and do we need a new approach in this regard in the Arab countries and the Gulf Cooperation Council?	SUBJ
MIS_1532-eurl_01_038	The United States issued a warning to Sadat, saying that it would intervene directly if he did not stop the advance of the Egyptian army. Sadat decided to stop and staged the skits of the Defrost and the heroism of King Sharon of Israel, as he called himself, and an American tank was delivered to him.	OBJ
MIS_702-curl_06_005	Researchers reported that the Sun's magnetic field has become weak, allowing additional cosmic rays into the solar system.	OBJ
MIS_1195-curl_04_002	Saudi Arabia, Egypt, the Emirates and Bahrain are moving to raise the issue of Qatari allegations regarding closing their airspace to Qatari aircraft before the Civil Aviation Organization (ICAO), after the International Court of Justice decided that ICAO is the competent authority to look into Qatari allegations regarding civil aviation.	OBJ
MIS_1027-eurl_01_021	■ Do you think that there are negative points that affected relations between Egypt and Ethiopia, especially what is mentioned in the media?	SUBJ
AFP_376-eurl_05_004	At least 33 people were killed on Wednesday in an avalanche in the area where dozens of rescuers were sent after a first collapse in the same location in eastern Turkey, according to local authorities.	OBJ
AFP_427-curl_02_008	A number of Tunisians paid attention to Nermin's performance, as they found her dances more enjoyable than politicians' speeches, according to what some Internet activists said.	SUBJ
MIS_1093-curl_02_023	Glenn Jeffrey likened red light therapy to charging a battery. “It is possible to significantly improve eyesight in the elderly by exposing them to short pulses of long-wave light, which charges the retinal cells with the energy they lack,” the doctor says.	OBJ
MIS_1093-curl_01_006	This measurement process was conducted after participants were given medications to dilate the pupils.	OBJ
MIS_2801-curl_01_009	She mentioned, for example, that New York's target date was pushed back to 17 months this week, after a winter snowstorm prevented some from getting vaccinated.	OBJ
MIS_1195-curl_04_006	The solution will only be through Kuwaiti mediation and through the Gulf Cooperation Council system.”	OBJ
MIS_1955-eurl_01_020	Did they not find anything other than this criminal gang that kills the Palestinians and occupies their land, their mosque, and the holy mosque of the Islamic nation (Al-Aqsa Mosque) in order to achieve economic gains with it? These alleged economic gains are a lie, and they do not need them, and they have countless alternatives.	SUBJ
MIS_239-curl_03_002	The Ministry of Health explained in a press statement that it is conducting the necessary tests to ensure that it is awaiting the results so that the public can be informed of them as soon as they are issued.	OBJ
MIS_2801-curl_01_013	"Bloomberg indicated that the pace is likely to accelerate further as more vaccines become available, as “some of the world’s largest vaccine manufacturing centers in India and Mexico have just begun and the countries have contracted for more than 8.5 billion doses through more than 100 agreements tracked by Bloomberg.” """	OBJ
MIS_202-curl_02_004	It is noteworthy that the number of prisons in Sweden reached its peak in 2004 with 5,772 prisoners, while this number gradually decreased until it reached 4,852 prisoners last year, out of 9.5 million people inhabiting this Scandinavian kingdom.	OBJ
AFP_425-eurl_04_010	Their son, Crown Prince Charles (71 years old), who spent isolation after minor symptoms of Corona appeared, inaugurated via video on Thursday a new field hospital with a capacity of four thousand beds in east London, where serious cases will be treated.	OBJ
MIS_2852-curl_04_001	Ofir Gendelman, spokesman for Israeli Prime Minister Benjamin Netanyahu, told Arab media that Israel will be the first country to emerge from the coronavirus crisis.	OBJ
AFP_161-eurl_01_005	No doubt about it for me.	SUBJ
MIS_1082-curl_03_038	#Saudi_Argentina CNBC Arabic channel 4 hours ago 6 Steve Jobs, Michael Dell, and a founder are among the CEOs who were able to save their companies either from the brink of bankruptcy or failed projects by making fateful decisions...	OBJ
MIS_702-curl_02_017	Sunspots peaked in 2014, with a decline beginning to appear in 2019, according to NASA.	OBJ
MIS_561-curl_02_010	The rest of the Arab countries are not better off	SUBJ
MIS_2338-eurl_02_024	Musician Maurice Jarre went through three stages to determine the directors he would deal with. He says that at the beginning of his career and after the failure of his first marriages; He incurred the expenses of his divorce, and was forced to accept any offer presented to him. Fortunately for him, the offers presented to him were from good directors.	OBJ
MIS_230-curl_05_018	If a mask is used, it must be disposed of appropriately, its effectiveness verified, and the risk of spreading the virus avoided.	OBJ
FAT_489-curl_03_008	During the marches during previous years, the occupation announced the lifting of the state of military alert on the borders for more than two weeks, for fear of breaching the borders from the cordon countries towards the Palestinian territories, including hundreds of international solidarity activists.	SUBJ
MIS_1606-eurl_02_012	Fairouz's songs accompanied the Lebanese during the 15 years of civil war that ended in 1990 and still provide them with solace in difficult times.	SUBJ
MIS_1093-curl_02_008	After these tests, the participants were given small flashlights, and they had to look at the deep red light of these flashlights for three minutes a day for two weeks, after which they would repeat these tests again.	OBJ
MIS_2168-eurl_03_001	September 29, 1994, was not an ordinary day in Algeria. Words spread of the death of young Hosni, murdered in Oran.	OBJ
AFP_381-eurl_06_001	Today, Kuwait Towers, which is considered one of the most prominent landmarks in Kuwait, was decorated with the Egyptian flag, coinciding with the visit of President Abdel Fattah Al-Sisi, to hold discussions with Sabah Al-Ahmad Al-Sabah, the Emir of Kuwait.	OBJ
MIS_863-eurl_01_009	Evening DW: Who are the protesters against the lockdown measures in Germany?	SUBJ
AFP_29-eurl_02_006	Environment Minister François de Rugy said on Wednesday, “According to our expectations, parts could reach some areas of the coast in Nouvelle-Aquitaine by Sunday or Monday due to the bad weather, which also threatens to make the clean-up process more difficult.”	OBJ
MIS_2431-eurl_02_004	While the image spread like wildfire across the social networking sites “Facebook” and “Twitter,” upon investigating the truth of that image, it became clear that some fans had fabricated that image using the image processing program “Photoshop.”	SUBJ
MIS_855-eurl_01_052	It is worth noting that these restrictions have actually prolonged the duration of these trips and increased their cost. Wouldn’t it have been more effective for the crisis countries to cooperate with us to support these efforts instead of restricting them? The State of Qatar does not live in isolation from the rest of the countries of the world. We believe that the responsibility falls on all of us, especially in times of crises, and therefore it is important to make all possible efforts to limit the consequences of crises and their negative impact on countries and peoples.	SUBJ
MIS_2782-curl_01_006	However, the encrypted chat application Telegram was able to increase the number of its users unexpectedly in the recent period, to now have more than half a billion active users per month.	OBJ
MIS_855-eurl_01_022	- Has there been a solution to the crisis in the social aspect and extended family relations between the Gulf Cooperation Council countries?	SUBJ
AFP_907-eurl_03_006	Health continues to raise maximum preparedness due to Corona	OBJ
FAT_634-curl_05_004	My head didn't reach the ground when I fell.	OBJ
AFP_425-eurl_04_009	Officials at the Royal Palace said that the couple is in good health and is following the government's guidelines.	OBJ
AFP_973-eurl_03_010	If the budget is rejected, Sanchez may find himself forced to call early elections before the end of the current legislative period in 2020.	OBJ
MIS_774-curl_02_004	The Japan Times reported that more details will be announced later, but the Japanese government said that the program could begin implementation as early as next July.	OBJ
FAT_1131-eurl_04_006	“It is noteworthy that after about 3 full hours, the Civil Protection Forces in Cairo took control of the massive fire that broke out on Tuesday evening, as a result of a break in the “Shuqair-Mostorod” crude oil line on the Cairo-Ismailia Desert Road.	OBJ
MIS_1093-curl_02_015	“As we age, our vision declines,” says Glenn-Jeffrey. “This is especially true for those over 40 years old.”	OBJ
AFP_381-eurl_06_002	President Abdel Fattah Al-Sisi arrived at Bayan Palace in Kuwait, accompanied by the Emir of Kuwait, Sheikh Sabah Al-Ahmad Al-Jaber Al-Sabah, at the beginning of his two-day visit to Kuwait, where he was received at Kuwait International Airport by the Emir of Kuwait, Sheikh Sabah Al-Ahmad Al-Jaber Al-Sabah, and the Crown Prince, Sheikh Nawaf Al-Ahmad Al-Jaber. the morning.	OBJ
FAT_1414-eurl_03_018	In the Senate, the debate was taking place in a different tone.	OBJ
MIS_2922-eurl_03_009	“In television drama, he presented many, many works, such as (The Witness and Tears), (Money and Children), (The Stray Light), and (The Wedge), but the role of “Mohsen Mumtaz,” which he presented in the series (Raafat Al-Hagan), remained the icon for which he became famous. throughout his career.”	OBJ
AFP_674-eurl_03_021	May God accept him and reward him with the highest gardens of paradise.	SUBJ
AFP_381-eurl_06_003	President Sisi and the Emir of Kuwait are scheduled to hold an official session of discussions, which will address the strong bilateral relations between the two brotherly countries, and ways to advance them to broader and broader horizons, in addition to discussing developments in the situation on the regional and international arenas, and a number of topics of common interest.	OBJ
MIS_213-curl_04_002	Former President Hosni Mubarak died on Tuesday afternoon after years of illness, as friends of his two sons, Alaa and Gamal, began publishing condolence telegrams on social media sites and in the family’s groups before the family officially announced his death.	OBJ
MIS_1069-curl_01_003	It is known that the Pharaoh, like the fool Al-Sisi, is not created, but rather made, and all the tyrants who passed on the planet Earth are a local creation, and the most famous tyrants in the world were nothing mentioned in their beginnings. Whoever reads the beginnings of Hitler, Mussolini, or Abdel Nasser cannot believe the endings. They were human models. Simple and natural, they suddenly turned into serial killers and vampires. Were they possessed by a goblin, stung by a scorpion, or did their helpers create terrifying monsters out of them?	SUBJ
MIS_2769-eurl_03_017	These positions did not please Riyadh, which was looking for support from the major powers in its war against the Houthis, but at least Riyadh was able to later obtain a Russian condemnation against the launching of Houthi missiles into Yemen, during a phone call that King Salman made to Vladimir Putin.	SUBJ
MIS_427-curl_06_006	For his part, Italian Foreign Minister Luigi Di Maio expressed his thanks to the Arab Republic of Egypt for standing by the State of Italy and for its full support during that crisis, stressing that the State of Italy will not forget the peoples who helped it and stood by it at that time.	SUBJ
MIS_774-curl_02_009	"Abe said that lifting the state of emergency does not mean that the epidemic has ended, but it reflects Japan's success in fighting ""Covid-19."""	OBJ
MIS_774-curl_02_013	The plan will be funded with 50 million euros ($82.7 million) and will be available on Sicily's tourism website.	OBJ
MIS_1093-curl_01_012	“Retinal aging is caused, in turn, by weakening of the mitochondria, which are responsible for producing energy in retinal cells and enhancing their functions.”	OBJ
MIS_1195-curl_04_019	Sheikh Fawaz Al Khalifa explained that the International Court of Justice issued two rulings yesterday determining the jurisdiction of the International Civil Aviation Organization (ICAO) to consider the two complaints submitted by the State of Qatar: the first against Bahrain, Egypt and the UAE. The second is against the three countries, in addition to Saudi Arabia, regarding sovereign decisions and valid legal measures taken by the four countries within the framework of the boycott of Qatar in June 2017.	OBJ
MIS_1093-curl_01_015	“Mitochondria have the property of absorbing light at wavelengths ranging from 650 to 1,000 nanometers, which improves their performance in energy production and thus the performance of the eye,” Jeffrey says.	OBJ
MIS_215-curl_01_003	Indeed, Abdel Nasser responded to her request, and surprised her on her wedding day by attending, accompanied by the Sheikh of Al-Azhar, who performed the marriage ceremony, and the president was a witness to it, to give that orphan the joy that completed the joy of her life, and to record in the book of history a position added to his humanitarian positions that his lovers preserved, generation after generation.	SUBJ
MIS_2941-eurl_02_021	Germany does not want to repeat the experience of 2015 and be at the top of the countries receiving refugees, and it also fears a new wave of refugees similar to what happened then.	SUBJ
AFP_613-eurl_01_001	President Abdel Fattah El-Sisi inspected this Friday morning the progress of construction work on a group of road and bridge projects in the Heliopolis region.	OBJ
FAT_489-curl_03_003	“Quds Press” has learned that movements are underway to advance the date of the Global Jerusalem March, which begins in hundreds of cities around the world in one day, in light of the escalation of Israeli attacks against Al-Aqsa Mosque and the escalation of its measures to control it, and attempts to divide it as it did with the mosque. Al-Ibrahimi in Hebron, and the occupation’s practical efforts to Judaize the city of Jerusalem.”	SUBJ
MIS_1093-curl_01_008	After two weeks, the researchers found that the light rays did not affect those under 40 years of age, but they made a significant positive difference in those over 40 years old.	SUBJ
MIS_446-eurl_01_013	I praise the strict measures announced by the government for all violators of quarantine measures, because sometimes they are the only way to deter people who underestimate the health catastrophe we are experiencing.	OBJ
MIS_1956-curl_11_005	El-Shenawy achieved 24 clean sheets this season, breaking Sherif Ekramy’s record.	OBJ
AFP_587-curl_03_001	On Tuesday, Algiers witnessed heavy rains that caused floods and torrential rains within a matter of hours.	OBJ
MIS_55-curl_07_003	The Pope also called for prayers for Christians who suffer from segregation and discrimination, in countries that recognize religious freedom but do not fully implement it on the ground, which is what we are witnessing in countries and societies that know the document protecting freedom and human rights, but where in reality is the situation of believers, especially Christians, that they They are subjected to discrimination.	SUBJ
MIS_366-curl_04_026	Your honorable memory will remain a beacon for us to emulate in the literature of resistance and its barricades, and history will immortalize your name in letters of light as long as we live.	SUBJ
MIS_366-curl_04_025	Hamza Al-Faraiah said in his tweet: “The stature Jordanian fighter (Therese Halsa), Umm Salman, may your soul rest in peace and glory.”	OBJ
MIS_173-curl_01_004	Regarding the speech about the very generous princely rewards, many tweeters and website activists reacted, seeing that these princely rewards from the head of power in the Hamad regime are the price for the Qatari media mercenaries’ abuse of Saudi Arabia and the rest of the boycotting countries, and that the money that Qatar spends on them is shameful, even if it is It shall be disbursed at least to the benefit of Qatari citizens for the time being; But for it to be for the detested and the downtrodden, this is a scandal.	SUBJ
MIS_665-curl_01_003	Trump wrote on his Twitter account: “I just spoke to the Prime Minister of Ethiopia, Abiy Ahmed Ali. His country needs ventilators, and the United States is in a good position to help them. We will do that.”	OBJ
MIS_117-curl_02_004	The video shows that someone gave him the phone, and he collapsed crying as soon as he spoke, while laughter boomed next to the child.	SUBJ
MIS_22-curl_01_009	The company explained that a total of 280 accounts, 149 pages, and 43 groups were deleted from Facebook, along with 121 accounts on Instagram.	OBJ
MIS_279-eurl_01_013	The woman who makes her living by killing drug dealers in the Philippines. A government campaign led by the Philippine President on drug traffickers employs women to kill drug dealers and dealers in exchange for money.	OBJ
AFP_614-eurl_08_021	Demonstrations took place last Friday demanding Sisi's departure against the backdrop of a call by Egyptian businessman Mohamed Ali, who lives in exile in Spain, to overthrow Sisi, accusing him of corruption, in a series of video recordings that spread widely on social media sites.	OBJ
MIS_2200-eurl_04_012	A soldier wants to attack her house, and she fights him while she is a chicken. We demand a right that is for all living creatures, not to mention human beings, not to mention Muslims. What happened to Islamic countries is an attack - especially on holy sites - starting with Al-Aqsa Mosque, where the Qiblah of the Prophet - peace and blessings be upon him - - The first, then the aggression from the Crusader-Jewish alliance, led by America and Israel, continued until they took the land of the Two Holy Mosques - and there is no power nor strength except with God - so we seek to incite the nation to rise up to liberate its land and to fight for the sake of God - Glory be to Him - so that the Sharia rules and for the word of God to be supreme.	SUBJ
MIS_876-curl_02_003	The book talks about indicators that almost touch certainty that the end of America will come soon because of its connection to the end of its affiliated regimes, and an Islamic state will rise from the ruins of the Zionist-American project.	OBJ
AFP_376-eurl_05_016	The first avalanche swept away a construction workshop vehicle, and the driver was able to get out and report the disaster.	OBJ
AFP_887-eurl_01_012	"He added, ""What Saudi society, with all its segments, has demonstrated and united its ranks against this abhorrent terrorism, is the best response to the tools of sedition and those behind it."""	OBJ
MIS_561-curl_01_012	Below is the ranking of Arab countries on the Press Freedom Index for the year 2020, most of which are at the bottom of the list.	OBJ
AFP_887-eurl_01_004	The incident resulted in the death of four citizens.	OBJ
MIS_230-curl_05_006	When the Corona virus falls on fabric, it remains for nine hours, so washing clothes or exposing them to the sun for two hours is sufficient to kill it.	OBJ
FAT_1136-eurl_06_016	About 2.5 million people traveled to Saudi Arabia from all over the world in 2019 for Hajj, the religious duty that all Muslims must perform at least once in their lives if they are able to do so.	OBJ
AFP_903-curl_04_003	The marriage was held by the Mayor of Luxembourg City, Lady Pulver, in the presence of the liberal Prime Minister of Belgium, Charles Michel.	OBJ
VER_668-eurl_02_004	The Pope's two peace doves were attacked by a crow in a place considered a symbol of peace.	SUBJ
MIS_260-eurl_03_001	Statement of books: Many of the names that we use in our daily lives without paying attention to their origins, how they originated, and the stages they went through, until they reached what they are, due to their wide circulation in our daily lives, and at the forefront of these names that frame our lives are the names of days. And the months, as well as the number designations that we use. What is the story of these designations, and how did they arise? This is what researcher Shehada Al-Khoury tries to answer in his book, The Story of Days, Months, Numbers, and Their Nomenclature.	OBJ
MIS_973-curl_02_017	The Washington Post commented on Twitter's decision and said that it could exacerbate the already tense relationship between Silicon Valley and Trump, who has escalated his allegations in recent weeks about social media's bias against conservatives.	OBJ
AFP_425-eurl_04_013	Before that, she gave a speech during the Gulf War in 1991.	OBJ
AFP_674-curl_03_006	If the information is correct, the number of Muslim places of worship will be the lowest in the region since the decade of national unrest sparked by the Cultural Revolution in the 1960s.	OBJ
MIS_561-curl_02_008	The report revealed that the Saudi authorities had collected information through Twitter accounts about people they classified as opponents of the regime, and had also hacked the phone of Jeff Bezos, owner of the Washington Post, where the slain Saudi journalist Jamal Khashoggi worked.	OBJ
MIS_446-eurl_01_036	No one, regardless of his status, can doubt Professor Raoul, who is considered one of the world's leading scientists who has specialized in viruses and bacteria for decades.	SUBJ
AFP_456-eurl_06_004	Last February, the two parties discussed in a telephone conversation current issues on the bilateral agenda of the military institutions in Russia and Turkey, as well as the situation in the Syrian Idlib region.	OBJ
MIS_480-curl_03_004	Vala explained that the lions like the road because it is dry.	OBJ
MIS_676-eurl_03_014	It suggests that exciting trends may be witnessed by public opinion, as it specifically demands, after the Corona virus climate, investigations into corruption files with very influential people, while the law does not even allow the press to interfere in the course of events.	SUBJ
MIS_561-curl_03_001	The Turkish newspaper Zaman said that Reporters Without Borders published the results of the Press Freedom Index for the year 2020, which revealed that Turkey ranked 154th out of 180 countries, while Norway, Finland, Denmark, Sweden, and the Netherlands topped the index.	OBJ
AFP_903-curl_04_002	Luxembourg Prime Minister Xavier Bettel married his Belgian friend Gautier Destinay on Friday, becoming the first European official at this level in the European Union to perform a same-sex marriage.	OBJ
AFP_353-eurl_03_002	"“Al-Buhi” called on citizens to stay at home, not to go out except when absolutely necessary, not to mingle, to maintain social distance even inside homes, and to follow all instructions related to general hygiene, sneezing and coughing etiquette, and constantly washing hands with water and soap, in addition to all the instructions mentioned by the state. """	OBJ
MIS_1956-curl_11_006	- El-Shenawy played 7 matches in September, not conceding once.	OBJ
AFP_907-eurl_03_005	The television said that the anal swab method could increase the detection rate of infected people because traces of the virus remain for a longer period in the anus compared to the respiratory system.	OBJ
AFP_29-eurl_02_014	The contents of these containers include 100 tons of hydrochloric acid and 70 tons of sulfuric acid.	OBJ
MIS_2801-curl_01_027	The vaccine is still recommended for people who have recovered from the disease.	OBJ
MIS_652-eurl_01_034	Boutiba is an academic with the features of a kind mother and the personality of a Tunisian intellectual	SUBJ
MIS_1486-eurl_02_007	Gareth Bale: It's a great feeling to score in the World Cup. Gareth Bale, captain of the Wales national team, seemed pleased after scoring his first goal in the World Cup and his country's first goal in the FIFA World Cup Qatar 2022™, even though he aspired to the three points, when Wales tied with America 1 -1.	OBJ
AFP_907-eurl_01_007	The Ministry continues to raise the highest levels of maximum preparedness in all hospitals nationwide, and to follow the epidemiological situation of the Corona virus up to date, to take the necessary measures to prevent the Corona virus or any other infectious viruses.	OBJ
MIS_1195-curl_04_009	The UAE Ambassador to the Netherlands, Hessa Abdullah Al Otaiba, said: “The International Court of Justice’s decision was a technical decision, limited to procedural issues and jurisdiction to address the dispute, and it only considered the procedural foundations of the case.”	OBJ
MIS_239-curl_04_023	Al-Mudhaf continued, “The quarantine period is 14 days and is calculated from the date of the last contact with an infected person.”	OBJ
AFP_614-eurl_08_020	Security forces also searched passers-by's phones.	OBJ
MIS_199-curl_01_003	Turkish channels adopt the unified broadcast of the call to prayer with high-tech television production, to portray the president who takes advantage of his position at the head of the state to demonstrate his power and expansion in all sectors as the faithful president and the faithful caliph.	SUBJ
MIS_1679-curl_05_004	The two parties agreed that an Israeli business delegation would visit Chad in the near future, in order to enhance trade and economic cooperation between the two countries, promote projects in the field of agriculture, and expand technological and security cooperation between the two countries.	OBJ
FAT_1136-eurl_06_013	Pictures and recordings spread on social media showing the Kaaba in the middle of the mosque’s courtyard on a single white floor surrounded by plastic barriers, along with a group of security personnel and sanitation workers.	OBJ
MIS_480-curl_03_002	Yesterday (Thursday), park ranger Richard Surrey took photos of at least eight lions, including some young cubs, lying on the terrace outside one of the park's rest huts, according to the British newspaper The Guardian.	OBJ
AFP_556-eurl_01_003	The visit of His Eminence the Grand Imam to Kazakhstan comes in response to an official invitation from President Nursultan Nazarbayev to participate in the opening of the sixth session of the Conference of Religious Leaders, whose activities begin next Wednesday, where His Eminence will deliver a speech in the main session of the conference.	OBJ
MIS_1956-curl_11_003	Mohamed El-Shenawy played a starring role in Al-Ahly achieving victory over Wydad with a double at Mohamed V Stadium after he saved a penalty kick. The result indicates that Al-Ahly advanced by only one goal, and the following numbers show El-Shenawy sweeping all the numbers, the most prominent of which are:	OBJ
MIS_2801-curl_01_002	The US agency launched what it said was the largest database of coronavirus vaccinations around the world, with more than 119 million doses administered worldwide.	OBJ
MIS_239-curl_04_005	She added that samples of 20 people suspected of being infected were sent to the Israeli “Tel Hashomer” Hospital, and 7 of them were confirmed infected.	OBJ
MIS_560-curl_04_018	It is noteworthy that the Egyptian artist Amr Abdel Galil topped the social networking sites with tweets in which he criticized a series calling for normalization with Israel.	OBJ
AFP_674-eurl_01_020	At the beginning of the 1980s, the political situation there improved slightly, and the Sheikh appeared in society as a professor, educator, and divine scholar for the new generation. He began teaching and raising the elite of his students in secret ways. He took the path of mediation in matters and made the best use of the opportunities available to him. He raised the banner of the new awakening and fought the ignorance and backwardness it left behind. The occupying forces for thirty years, and he became famous in the country for his knowledge and reform once again. He became a torchlight in a dark night for the people of the country and a spiritual leader for them. Hundreds of scholars and preachers graduated from him, among the eminent figures of scholars inside and outside the country.	OBJ
MIS_2441-eurl_02_003	The exclusion of General Sisi’s name from the final list, despite this superiority in the readers’ poll, prompted observers to confirm the presence of “American fingers” that intervened in this matter, especially in light of the American position rejecting the developments that took place in Egypt, the June 30 Revolution, and the road map announced by the Egyptian Armed Forces. On July 3 last.	OBJ
MIS_2397-eurl_01_033	But Conte strongly rejected the idea that Russian aid was conditional, and that one of the conditions was Italy's support for lifting European sanctions imposed on Moscow.	OBJ
MIS_2810-eurl_05_004	“All the news related to the hacker #Hamza_Ben_Dallaj is fake news. He developed the “Zeus” virus and harmed millions, and he did not transfer millions to associations.”	SUBJ
VER_497-curl_04_007	The report concluded by referring to Saudi Arabia’s cooperation with international community organizations, and the International Telecommunication Union in particular, to share its successful experience in digital transformation with all countries of the world, especially in the wake of the “Corona” pandemic, and the increasing use of technology in various major sectors.	OBJ
MIS_432-curl_02_006	Scientists point out that small ozone holes rarely appear over the North Pole, but the current hole is the largest of the holes that have appeared previously.	OBJ
AFP_427-curl_02_002	She promised Tunisians to perform the “Corona Dance” every night, knowing that they are adhering to the curfew and gathering ban that the Tunisian government called for on March 16 to stop the spread of the Coronavirus epidemic, as well as the closure of the country’s air and land borders.	OBJ
MIS_2200-eurl_04_018	Is there a sane person - even if he is an infidel - who would go to the court of the judge there if we were sentenced to a severe and painful beating under what is falsely and slanderously called international legitimacy, and if the right is ours and America uses the right of veto, then no Muslim will go there at all because this is inconsistent with faith? No rational person will go, even if he is an infidel. Those who talk a lot about the United Nations and the United Nations resolutions either do not understand their religion or they want to let down and numb the nation by pinning their hopes on a mirage and dishonor.	SUBJ
FAT_1225-eurl_03_010	The media figures who signed the initiative appealed to citizens to stop this criminal phenomenon, which makes the sky rain death bullets in a scene that increases the security situation in the country in confusion, and is in the interest of terrorist and criminal gangs. We call for the perpetrators of this practice, which is far from sportsmanship, to be rejected and to be deterred by strict accountability. To preserve Iraqi blood and preserve innocent lives.	OBJ
FAT_764-eurl_03_008	However, unfortunately, during my studies, I also could not believe that the teacher would leave the classroom until I would fly with joy, or break a few letters after him, with the letter Qāf and not the letter F.	SUBJ
AFP_674-curl_03_002	Rights groups say that more than a million Uighurs and other Muslims, the majority of whom are Turkish speakers, are detained in camps across the northwestern region, while people are forced to abandon their traditions, including religious ones.	OBJ
MIS_239-curl_04_027	The Ministry said that the second confirmed infection with the virus, for a female citizen coming from Italy, was recorded on Wednesday night.	OBJ
MIS_427-curl_06_005	He continued that the Minister expressed her full support for President Abdel Fattah El-Sisi and the people of Egypt, and their condolences to the brotherly Italian people, as she affirmed the depth of the strong historical relations between the two peoples, and also affirmed her confidence in the success of the State of Italy in overcoming this crisis within the next few weeks.	OBJ
AFP_696-eurl_03_011	He added, “Even if someone wants to go to Syria, Iraq, or Afghanistan, he will certainly not come to me to ask for permission to travel. He will simply travel.”	OBJ
AFP_674-curl_03_008	The center also said that nearly a third of important Islamic sites in Xinjiang, including shrines, cemeteries and religious visiting routes, have been razed to the ground.	OBJ
MIS_1236-curl_01_004	She added in her daily report, a copy of which reached Dunya Al-Watan, that no new infection with the Corona virus was recorded in the Gaza Strip.	OBJ
AFP_907-eurl_03_008	The Ministry has allocated a number of means of communication to receive citizens’ inquiries regarding the new Corona virus and infectious diseases, including the hotline “105”, “15335”, and the WhatsApp number “01553105105”, in addition to the “Egypt Health” application, which is available on phones.	OBJ
MIS_335-eurl_02_015	Respiratory failure, which may lead to death	OBJ
MIS_572-curl_18_010	Al-Hail ruled out the possibility that Hamad bin Jassim would have the courage to carry out a coup.	SUBJ
MIS_2650-eurl_02_019	For this reason, several years ago, a group of filtering experts, activists, and journalists set out to produce smart applications and Internet browsers to escape applications and browsers that collect user data in all forms and means, in addition to trying to get rid of the censorship of dictatorial regimes that pursue opponents through their mobile phones, as well as to preserve privacy in general. Then, the Signal application and the Tor Browser appeared.	OBJ
MIS_446-eurl_01_055	If the statements of the two doctors are true, then this is a scandal by all standards, and a shame on them, and of course I deplore and strongly denounce it.	SUBJ
MIS_508-curl_03_008	As for Doctor Hu, he was unable to speak due to his serious condition. He was on a respirator from February 7 to March 22, and he regained his ability to speak on April 11.	OBJ
FAT_896-eurl_04_010	On Sunday, charities will carry out a relief campaign for refugees in the camps on the border with Thailand, who number about 110,000. The campaign includes distributing food, medicine, tents and other humanitarian supplies.	OBJ
